station_id,station_name,Download Timestamp,CSV Min Date,CSV Max Date,DL Min Date,DL Max Date,DL Timestamp Count,DR Timestamp Count,Percent of DL in DR
330026,Woodinvill,2020-06-03 10:57:52.188818,2008-07-23 00:00:00,2020-05-03 00:00:00,2008-07-23,2020-05-03,413734,0,0.0
100001,Willis*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-03 00:00:00,,,0,0,
100125,Whitcomb,2020-06-03 10:57:52.188818,2007-08-21 00:00:00,2020-05-03 00:00:00,,,0,0,
100065,Wheelhouse,2020-06-03 10:57:52.188818,1992-04-24 00:00:00,2020-05-03 00:00:00,,,0,0,
330027,Wheeler,2020-06-03 10:57:52.188818,2008-05-19 00:00:00,2020-05-03 00:00:00,,,0,0,
330141,Wenatch.W,2020-06-03 10:57:52.188818,1993-10-06 00:00:00,2020-05-03 00:00:00,,,0,0,
330165,Wenatch.S,2020-06-03 10:57:52.188818,2006-07-26 00:00:00,2020-05-02 00:00:00,,,0,0,
330166,Wenatch.E,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
300070,Welland,2020-06-03 10:57:52.188818,2006-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
330046,Waterville,2020-06-03 10:57:52.188818,2016-04-14 00:00:00,2020-05-03 00:00:00,,,0,0,
300143,Washtucna,2020-06-03 10:57:52.188818,2015-12-10 00:00:00,2020-05-12 00:00:00,,,0,0,
330042,Warden.SW,2020-06-03 10:57:52.188818,2008-03-21 00:00:00,2020-05-03 00:00:00,,,0,0,
310131,Wapato,2020-06-03 10:57:52.188818,2008-06-16 00:00:00,2020-05-03 00:00:00,,,0,0,
100003,Wamic.S*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-02 00:00:00,,,0,0,
100004,Wamic.N*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-03 00:00:00,,,0,0,
300215,Wallula.SW,2020-06-03 10:57:52.188818,2015-01-23 00:00:00,2020-05-03 00:00:00,,,0,0,
300038,Wallula.S,2020-06-03 10:57:52.188818,2008-10-30 00:00:00,2020-05-03 00:00:00,,,0,0,
300130,WallaWalla,2020-06-03 10:57:52.188818,1992-07-22 00:00:00,2020-05-02 00:00:00,,,0,0,
300212,Vantage,2020-06-03 10:57:52.188818,2014-11-05 00:00:00,2020-05-03 00:00:00,,,0,0,
310026,Vancouver,2020-06-03 10:57:52.188818,2008-07-16 00:00:00,2020-05-03 00:00:00,,,0,0,
100024,Van.Zandt,2020-06-03 10:57:52.188818,2019-11-19 00:00:00,2020-06-03 00:00:00,,,,,
310032,Underwood,2020-06-03 10:57:52.188818,2008-11-26 00:00:00,2020-05-03 00:00:00,,,0,0,
100029,Twin.Lakes,2020-06-03 10:57:52.188818,2019-11-20 00:00:00,2020-06-01 00:00:00,,,,,
330153,Tumwater,2020-06-03 10:57:52.188818,2011-08-11 00:00:00,2020-05-03 00:00:00,2011-08-11,2020-05-03,305950,305661,0.9990554012093479
100039,TripleS,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
100076,Tracy.W,2020-06-03 10:57:52.188818,,,,,,,
100128,Touchet,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
310031,Toppenish,2020-06-03 10:57:52.188818,2008-11-14 00:00:00,2020-05-03 00:00:00,,,0,0,
330157,Tonasket.S,2020-06-03 10:57:52.188818,2009-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
344109,Tokeland,2020-06-03 10:57:52.188818,2010-06-01 00:00:00,2020-05-12 00:00:00,,,0,0,
330036,Thorp,2020-06-03 10:57:52.188818,2008-10-15 00:00:00,2020-05-02 00:00:00,,,0,0,
100021,Teske,2020-06-03 10:57:52.188818,2019-10-29 00:00:00,2020-05-31 00:00:00,,,,,
330025,Ten Mile,2020-06-03 10:57:52.188818,2008-04-04 00:00:00,2020-05-03 00:00:00,2008-04-04,2020-05-03,423793,423454,0.9992000811717041
310120,Sunside.S,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-02-11 00:00:00,,,0,0,
310139,Sunside.NE,2020-06-03 10:57:52.188818,2016-02-18 00:00:00,2020-05-03 00:00:00,,,0,0,
310136,Sunside.N,2020-06-03 10:57:52.188818,1989-01-08 00:00:00,2020-05-03 00:00:00,,,0,0,
330115,Sunrise,2020-06-03 10:57:52.188818,2008-08-11 00:00:00,2020-05-03 00:00:00,,,0,0,
100030,Sundale,2020-06-03 10:57:52.188818,2019-12-09 00:00:00,2020-05-31 00:00:00,,,,,
300207,Stevenson,2020-06-03 10:57:52.188818,2013-11-26 00:00:00,2020-05-13 00:00:00,,,0,0,
300043,St.John,2020-06-03 10:57:52.188818,2008-10-08 00:00:00,2020-05-13 00:00:00,,,0,0,
100073,St.Andrews,2020-06-03 10:57:52.188818,,,,,,,
330162,Snohomish,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,2008-01-01,2020-05-03,432709,432512,0.9995447286744671
310121,Snipes.Mtn,2020-06-03 10:57:52.188818,2014-03-27 00:00:00,2020-05-03 00:00:00,,,0,0,
300023,Smith.Cyn,2020-06-03 10:57:52.188818,2008-03-20 00:00:00,2020-05-02 00:00:00,,,0,0,
100053,Silverton*,2020-06-03 10:57:52.188818,2008-05-11 00:00:00,2017-10-24 00:00:00,,,,,
330039,Sequim,2020-06-03 10:57:52.188818,2008-11-06 00:00:00,2020-05-02 00:00:00,2008-11-06,2020-05-03,402949,402752,0.9995111043829368
330092,Seattle,2020-06-03 10:57:52.188818,2011-12-16 00:00:00,2020-05-02 00:00:00,2011-12-16,2020-05-03,293979,293821,0.9994625466444882
330159,Sakuma,2020-06-03 10:57:52.188818,2006-12-01 00:00:00,2020-05-02 00:00:00,2006-12-01,2020-05-03,470719,470520,0.9995772424737476
300045,Roza,2020-06-03 10:57:52.188818,1989-04-25 00:00:00,2020-05-03 00:00:00,,,0,0,
330099,RoyalSlope,2020-06-03 10:57:52.188818,1989-04-25 00:00:00,2020-05-03 00:00:00,,,0,0,
320098,RoyalCty.W,2020-06-03 10:57:52.188818,2008-12-04 00:00:00,2020-05-02 00:00:00,,,0,0,
330041,RoyalCty.E,2020-06-03 10:57:52.188818,2008-02-07 00:00:00,2020-05-02 00:00:00,,,0,0,
310023,Roosevelt,2020-06-03 10:57:52.188818,2008-02-08 00:00:00,2020-05-03 00:00:00,,,0,0,
100058,Rockford,2020-06-03 10:57:52.188818,,,,,,,
300030,Ritzville,2020-06-03 10:57:52.188818,2008-01-30 00:00:00,2020-05-03 00:00:00,,,0,0,
300021,Ringold,2020-06-03 10:57:52.188818,2009-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
100148,Richland.N,2020-06-03 10:57:52.188818,2000-09-20 00:00:00,2020-05-03 00:00:00,,,0,0,
300254,Red.Mtn.S,2020-06-03 10:57:52.188818,2015-10-01 00:00:00,2020-05-03 00:00:00,,,0,0,
300253,Red.Mtn.N,2020-06-03 10:57:52.188818,2015-10-01 00:00:00,2020-05-03 00:00:00,,,0,0,
100072,Reardan.W,2020-06-03 10:57:52.188818,,,,,,,
330022,Radar.Hill,2020-06-03 10:57:52.188818,2008-02-08 00:00:00,2020-05-03 00:00:00,,,0,0,
330073,Quincy,2020-06-03 10:57:52.188818,1989-01-08 00:00:00,2020-05-03 00:00:00,,,0,0,
310102,Puyallup,2020-06-03 10:57:52.188818,2003-01-01 00:00:00,2020-05-02 00:00:00,2003-01-01,2020-05-03,607872,607681,0.9996857891134976
300029,Pullman.S,2020-06-03 10:57:52.188818,2008-01-15 00:00:00,2020-05-03 00:00:00,,,0,0,
110029,Prosser.NE,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-05-31 00:00:00,,,0,0,
300222,Prescott.N,2020-06-03 10:57:52.188818,2015-09-26 00:00:00,2020-05-03 00:00:00,,,0,0,
355001,Poulsbo.S,2020-06-03 10:57:52.188818,2013-02-26 00:00:00,2020-05-03 00:00:00,2013-02-26,2020-05-03,252186,0,0.0
310142,Pomona,2020-06-03 10:57:52.188818,2008-11-01 00:00:00,2020-05-02 00:00:00,,,0,0,
100022,Pomeroy.E,2020-06-03 10:57:52.188818,2019-11-14 00:00:00,2020-05-06 00:00:00,,,,,
100009,Polehn*,2020-06-03 10:57:52.188818,2019-04-12 00:00:00,2019-12-19 00:00:00,,,0,0,
330104,Pogue.Flat,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
100066,Plymouth,2020-06-03 10:57:52.188818,2006-09-29 00:00:00,2020-05-02 00:00:00,,,0,0,
300210,PhinnyHill,2020-06-03 10:57:52.188818,2014-10-01 00:00:00,2020-05-02 00:00:00,,,0,0,
300203,Peshastin,2020-06-03 10:57:52.188818,2013-05-07 00:00:00,2020-05-02 00:00:00,,,0,0,
300026,Paterson.W,2020-06-03 10:57:52.188818,2008-03-31 00:00:00,2020-05-02 00:00:00,,,0,0,
100062,Paterson.E,2020-06-03 10:57:52.188818,1990-05-12 00:00:00,2020-05-02 00:00:00,,,0,0,
100025,Pasco.NW,2020-06-03 10:57:52.188818,2008-04-16 00:00:00,2020-05-02 00:00:00,,,0,0,
100147,Pasco,2020-06-03 10:57:52.188818,2007-02-12 00:00:00,2020-05-02 00:00:00,,,0,0,
310132,Parker,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
310135,Outlook,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
300122,Othello,2020-06-03 10:57:52.188818,2007-02-16 00:00:00,2020-05-03 00:00:00,,,0,0,
330146,Oroville.E,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-03 00:00:00,,,0,0,
330078,Orondo,2020-06-03 10:57:52.188818,2008-09-03 00:00:00,2020-05-03 00:00:00,,,0,0,
330151,Olympia.E,2020-06-03 10:57:52.188818,2010-02-09 00:00:00,2020-05-31 00:00:00,2010-02-09,2020-06-01,361643,361294,0.9990349598913846
330061,Nooksack,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,2008-01-01,2020-05-03,432713,432516,0.9995447328829964
310126,Naches,2020-06-03 10:57:52.188818,2008-04-16 00:00:00,2020-05-02 00:00:00,,,0,0,
330101,Mt.Vernon,2020-06-03 10:57:52.188818,1993-11-01 00:00:00,2020-05-02 00:00:00,1993-11-01,2020-05-03,929804,922261,0.9918875375885671
310143,Moxee.SE,2020-06-03 10:57:52.188818,2008-04-01 00:00:00,2020-05-02 00:00:00,,,0,0,
310024,Moxee.E,2020-06-03 10:57:52.188818,2008-03-07 00:00:00,2020-05-03 00:00:00,,,0,0,
330127,Moses.Lake,2020-06-03 10:57:52.188818,2008-05-23 00:00:00,2020-05-02 00:00:00,,,0,0,
100006,Morgan*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-03 00:00:00,,,0,0,
100070,Moody,2020-06-03 10:57:52.188818,,,,,,,
310022,Montesano,2020-06-03 10:57:52.188818,2008-07-18 00:00:00,2020-05-02 00:00:00,,,0,0,
100007,Mill.Creek*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-03 00:00:00,,,0,0,
300047,Mesa.SE,2020-06-03 10:57:52.188818,2008-03-27 00:00:00,2020-05-02 00:00:00,,,0,0,
300118,McWhorter,2020-06-03 10:57:52.188818,2000-01-01 00:00:00,2020-05-13 00:00:00,,,0,0,
100031,McNary,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
310077,McKinley,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
300117,McClure,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
100057,Mayview,2020-06-03 10:57:52.188818,,,,,,,
330121,Mattawa.E,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
310025,Maryhill,2020-06-03 10:57:52.188818,2008-02-27 00:00:00,2020-05-13 00:00:00,,,0,0,
330047,Mansfield,2020-06-03 10:57:52.188818,2016-04-27 00:00:00,2020-05-02 00:00:00,,,0,0,
330173,Malott,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
330167,Malaga,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
330028,Mae,2020-06-03 10:57:52.188818,2008-05-28 00:00:00,2020-05-02 00:00:00,,,0,0,
310089,Mabton.E,2020-06-03 10:57:52.188818,2008-12-02 00:00:00,2020-05-02 00:00:00,,,0,0,
100026,Lynden.NE,2020-06-03 10:57:52.188818,2019-11-01 00:00:00,2019-11-01 00:00:00,,,,,
100027,Lynden.N,2020-06-03 10:57:52.188818,2019-11-01 00:00:00,2020-01-29 00:00:00,,,,,
330063,Lynden,2020-06-03 10:57:52.188818,2007-03-16 00:00:00,2020-05-02 00:00:00,2007-03-16,2020-05-03,460663,0,0.0
330158,Loomis.Val,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-02 00:00:00,,,0,0,
100019,Loomis.Grd,2020-06-03 10:57:52.188818,2019-10-18 00:00:00,2020-06-01 00:00:00,,,,,
344108,Long.Beach,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-13 00:00:00,,,0,0,
300028,Lind,2020-06-03 10:57:52.188818,2008-02-01 00:00:00,2020-05-13 00:00:00,,,0,0,
100028,Lewiston.E*,2020-06-03 10:57:52.188818,2019-03-21 00:00:00,2020-05-06 00:00:00,,,,,
330024,Lawrence,2020-06-03 10:57:52.188818,2008-04-28 00:00:00,2020-05-13 00:00:00,2008-04-28,2020-05-13,422305,0,0.0
300214,Langley,2020-06-03 10:57:52.188818,2014-12-17 00:00:00,2020-05-13 00:00:00,2014-12-17,2020-05-13,190257,0,0.0
300201,LaCrosse,2020-06-03 10:57:52.188818,2013-03-13 00:00:00,2020-05-31 00:00:00,,,0,0,
310027,Konnowac,2020-06-03 10:57:52.188818,2008-03-26 00:00:00,2020-05-13 00:00:00,,,0,0,
100060,Kahlotus.W,2020-06-03 10:57:52.188818,,,,,,,
100071,K2H,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-05-13 00:00:00,,,0,0,
300079,Juniper,2020-06-03 10:57:52.188818,2008-07-19 00:00:00,2020-05-13 00:00:00,,,0,0,
310029,Husum,2020-06-03 10:57:52.188818,2015-06-11 00:00:00,2018-09-25 00:00:00,,,0,0,
300034,Huntsville,2020-06-03 10:57:52.188818,2009-04-21 00:00:00,2020-05-12 00:00:00,,,0,0,
100064,Horse.Hvn,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-05-13 00:00:00,,,0,0,
100129,Horrigan,2020-06-03 10:57:52.188818,2008-05-01 00:00:00,2020-05-13 00:00:00,,,0,0,
100015,Havillah,2020-06-03 10:57:52.188818,2019-10-23 00:00:00,2020-01-06 00:00:00,,,,,
300132,Hatton,2020-06-03 10:57:52.188818,2008-03-08 00:00:00,2020-05-31 00:00:00,,,0,0,
300205,Hartline,2020-06-03 10:57:52.188818,2013-10-10 00:00:00,2020-05-31 00:00:00,,,0,0,
300202,Harrington,2020-06-03 10:57:52.188818,2013-04-18 00:00:00,2020-05-31 00:00:00,,,0,0,
300048,Green.Blff,2020-06-03 10:57:52.188818,2009-05-29 00:00:00,2020-05-31 00:00:00,,,0,0,
300213,Grayland,2020-06-03 10:57:52.188818,2014-11-20 00:00:00,2020-05-31 00:00:00,,,0,0,
300209,Granger,2020-06-03 10:57:52.188818,2014-04-11 00:00:00,2020-05-31 00:00:00,,,0,0,
300093,Grandview,2020-06-03 10:57:52.188818,2012-08-31 00:00:00,2020-05-31 00:00:00,,,0,0,
100139,Gramling,2020-06-03 10:57:52.188818,2008-05-03 00:00:00,2020-05-31 00:00:00,,,0,0,
310111,Gleed,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-31 00:00:00,,,0,0,
330033,George,2020-06-03 10:57:52.188818,2008-12-17 00:00:00,2020-05-31 00:00:00,,,0,0,
300206,Garfield.E,2020-06-03 10:57:52.188818,2013-10-24 00:00:00,2020-05-31 00:00:00,,,0,0,
330023,Frenchman,2020-06-03 10:57:52.188818,2008-05-30 00:00:00,2020-06-01 00:00:00,,,0,0,
100067,Fourmile,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-06-01 00:00:00,,,0,0,
100069,FishHook,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-14 00:00:00,,,0,0,
330021,Fir.Island,2020-06-03 10:57:52.188818,2008-04-03 00:00:00,2020-06-01 00:00:00,2008-04-03,2020-06-01,426530,0,0.0
100113,Finley,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-05-31 00:00:00,,,0,0,
100023,Ferndale,2020-06-03 10:57:52.188818,2019-10-31 00:00:00,2020-01-04 00:00:00,,,,,
330125,Fairfield,2020-06-03 10:57:52.188818,2008-06-03 00:00:00,2020-06-01 00:00:00,,,0,0,
330040,Ephrata,2020-06-03 10:57:52.188818,2008-05-16 00:00:00,2020-06-01 00:00:00,,,0,0,
100016,Ellisforde,2020-06-03 10:57:52.188818,2019-10-16 00:00:00,2020-05-31 00:00:00,,,,,
100134,Eby,2020-06-03 10:57:52.188818,1989-05-17 00:00:00,2020-06-01 00:00:00,,,0,0,
100056,Dusty.W,2020-06-03 10:57:52.188818,,,,,,,
100002,Dog.River*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-03 00:00:00,,,0,0,
100075,Dietz,2020-06-03 10:57:52.188818,,,,,,,
330030,DesertAire,2020-06-03 10:57:52.188818,2008-05-01 00:00:00,2020-06-01 00:00:00,,,0,0,
300216,Dayton.NW,2020-06-03 10:57:52.188818,2015-03-04 00:00:00,2020-06-01 00:00:00,,,0,0,
300208,Dayton.NE,2020-06-03 10:57:52.188818,2014-01-16 00:00:00,2020-05-31 00:00:00,,,0,0,
330029,Davenport,2020-06-03 10:57:52.188818,2008-07-11 00:00:00,2020-05-31 00:00:00,,,0,0,
100000,Dallesport,2020-06-03 10:57:52.188818,2019-04-04 00:00:00,2020-05-31 00:00:00,,,0,0,
309001,Curlew,2020-06-03 10:57:52.188818,2017-06-14 00:00:00,2020-06-01 00:00:00,,,0,0,
100061,Creston.N,2020-06-03 10:57:52.188818,,,,,,,
100017,Crane,2020-06-03 10:57:52.188818,2019-10-16 00:00:00,2020-06-02 00:00:00,,,,,
300401,Craigmont,2020-06-03 10:57:52.188818,2016-03-09 00:00:00,2020-05-13 00:00:00,,,0,0,
310137,Cowiche,2020-06-03 10:57:52.188818,2009-01-01 00:00:00,2020-06-01 00:00:00,,,0,0,
330164,Coupeville,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-06-01 00:00:00,2008-01-01,2020-06-01,436114,0,0.0
100052,Corvallis*,2020-06-03 10:57:52.188818,2008-05-15 00:00:00,2014-05-28 00:00:00,,,,,
300046,Connell.N,2020-06-03 10:57:52.188818,2008-03-07 00:00:00,2020-06-01 00:00:00,,,0,0,
100054,Colton.S,2020-06-03 10:57:52.188818,2020-04-28 00:00:00,2020-06-01 00:00:00,,,,,
300133,College.Pl,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-06-01 00:00:00,,,0,0,
100037,Coffin,2020-06-03 10:57:52.188818,2007-09-01 00:00:00,2020-06-01 00:00:00,,,0,0,
300068,Chucker,2020-06-03 10:57:52.188818,2009-04-02 00:00:00,2020-06-02 00:00:00,,,0,0,
300220,Chimacum,2020-06-03 10:57:52.188818,2015-04-17 00:00:00,2020-06-01 00:00:00,2015-04-17,2020-06-01,180505,0,0.0
330100,Chief.Joe,2020-06-03 10:57:52.188818,2009-03-26 00:00:00,2020-06-01 00:00:00,,,0,0,
330035,Chelan.S,2020-06-03 10:57:52.188818,2008-10-16 00:00:00,2019-03-04 00:00:00,,,0,0,
360001,Chehalis,2020-06-03 10:57:52.188818,2016-02-03 00:00:00,2020-06-01 00:00:00,,,0,0,
100008,Cemetery*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-03 00:00:00,,,0,0,
330168,Cashmere.N,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-06-01 00:00:00,,,0,0,
100055,Carlton.S,2020-06-03 10:57:52.188818,2020-04-25 00:00:00,2020-06-02 00:00:00,,,,,
100059,Carlson,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-06-01 00:00:00,,,0,0,
110023,Canoe.Rdg,2020-06-03 10:57:52.188818,2008-02-22 00:00:00,2020-06-01 00:00:00,,,0,0,
310138,Buena,2020-06-03 10:57:52.188818,2009-01-01 00:00:00,2020-06-02 00:00:00,,,0,0,
330043,Broadview,2020-06-03 10:57:52.188818,2008-09-30 00:00:00,2020-06-01 00:00:00,,,0,0,
100014,Brewster.S,2020-06-03 10:57:52.188818,2019-10-16 00:00:00,2020-06-02 00:00:00,,,,,
330171,Brewster.N,2020-06-03 10:57:52.188818,2009-01-01 00:00:00,2020-06-01 00:00:00,,,0,0,
330174,Brays.Land,2020-06-03 10:57:52.188818,2007-01-01 00:00:00,2020-06-02 00:00:00,,,0,0,
330037,Boyd.Dist,2020-06-03 10:57:52.188818,2008-10-16 00:00:00,2020-06-02 00:00:00,,,0,0,
100172,Big.Flat,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-06-02 00:00:00,,,0,0,
100161,Benton.W,2020-06-03 10:57:52.188818,2007-01-18 00:00:00,2020-06-02 00:00:00,,,0,0,
100114,Benton.E,2020-06-03 10:57:52.188818,1995-07-14 00:00:00,2020-06-02 00:00:00,,,0,0,
100005,BearWallow*,2020-06-03 10:57:52.188818,2019-04-10 00:00:00,2020-05-03 00:00:00,,,0,0,
300116,Basin.City,2020-06-03 10:57:52.188818,2008-03-28 00:00:00,2020-06-02 00:00:00,,,0,0,
300027,Badger.Cyn,2020-06-03 10:57:52.188818,2008-04-18 00:00:00,2020-06-02 00:00:00,,,0,0,
300218,Azwell,2020-06-03 10:57:52.188818,2015-04-02 00:00:00,2020-06-02 00:00:00,,,0,0,
100010,Avalon*,2020-06-03 10:57:52.188818,2019-04-12 00:00:00,2020-05-03 00:00:00,,,0,0,
331106,Arrowhead,2020-06-03 10:57:52.188818,2011-11-11 00:00:00,2020-06-03 00:00:00,,,0,0,
330169,Arlington,2020-06-03 10:57:52.188818,2017-11-16 00:00:00,2020-06-02 00:00:00,2017-11-16,2020-06-02,89249,0,0.0
300032,Anatone,2020-06-03 10:57:52.188818,2008-02-13 00:00:00,2020-06-02 00:00:00,,,0,0,
330150,Almira,2020-06-03 10:57:52.188818,2008-06-17 00:00:00,2020-06-02 00:00:00,,,0,0,
310107,Alderdale,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-06-02 00:00:00,,,0,0,
300031,Alder.Rdg,2020-06-03 10:57:52.188818,2016-02-19 00:00:00,2020-06-03 00:00:00,,,0,0,
310112,Ahtanum,2020-06-03 10:57:52.188818,2008-06-10 00:00:00,2020-06-02 00:00:00,,,0,0,
300219,Addy,2020-06-03 10:57:52.188818,2015-04-23 00:00:00,2020-05-30 00:00:00,,,0,0,
100012,10SB04*,2020-06-03 10:57:52.188818,2019-08-01 00:00:00,2020-01-26 00:00:00,,,,,
100140,100Circles,2020-06-03 10:57:52.188818,2008-01-01 00:00:00,2020-06-02 00:00:00,,,0,0,
100011,08CF15*,2020-06-03 10:57:52.188818,2019-06-03 00:00:00,2020-01-26 00:00:00,,,0,0,
810205,Woodburn,2019-06-24 17:35:29.315199,2009-03-11 00:00:00,2019-11-27 00:00:00,,,0,0,
810305,St.Paul,2019-06-24 17:35:29.315199,2008-05-15 00:00:00,2019-09-09 00:00:00,,,0,0,
810405,Silverton,2019-06-24 17:35:29.315199,2009-02-21 00:00:00,2019-11-27 00:00:00,,,0,0,
810105,Corvallis,2019-06-24 17:35:29.315199,2012-08-25 00:00:00,2019-11-27 00:00:00,,,0,0,
330044,Wahluke,2019-06-24 17:35:29.315199,2008-05-01 00:00:00,2019-08-04 00:00:00,,,0,0,
131034,St.Andrews,2019-06-24 17:35:29.315199,2008-12-02 00:00:00,2020-05-03 00:00:00,,,0,0,
300152,Pullman NE,2019-06-24 17:35:29.315199,2011-06-08 00:00:00,2019-07-26 00:00:00,,,0,0,
300033,Prosser,2019-06-24 17:35:29.315199,1989-03-28 00:00:00,2019-08-04 00:00:00,,,0,0,
330144,Loomis.Grd,2019-06-24 17:35:29.315199,2008-01-01 00:00:00,2019-07-13 00:00:00,,,0,0,
330145,Ellisforde,2019-06-24 17:35:29.315199,2008-01-01 00:00:00,2019-06-25 00:00:00,,,0,0,
330105,Crane,2019-06-24 17:35:29.315199,2009-03-27 00:00:00,2019-08-04 00:00:00,,,0,0,
330074,Brewster.N,2019-06-24 17:35:29.315199,2007-02-21 00:00:00,2019-08-04 00:00:00,,,0,0,
330163,Stanwood,2019-05-02 08:32:20.436465,2007-02-09 00:00:00,2018-10-02 00:00:00,,,0,0,
300221,Pullman.C,2019-05-02 08:32:20.436465,2015-05-28 00:00:00,2018-09-13 00:00:00,,,0,0,
300217,Odell (WAI-Moe),2018-04-07 11:42:07.017226,2015-03-17 00:00:00,2018-05-15 00:00:00,,,0,0,
300300,Pendleton,2017-11-19 01:01:16.793200,2015-10-21 00:00:00,2017-11-21 00:00:00,,,0,0,
300301,Moro,2017-11-19 01:01:16.793200,2015-11-04 00:00:00,2017-11-19 00:00:00,,,0,0,
